epoch,original_stage,original_binary,auto_suggestion,final_binary,corrected
522,Non-REM,Non-REM,Non-REM,Non-REM,False
523,Non-REM,Non-REM,Non-REM,Non-REM,False
524,Non-REM,Non-REM,Non-REM,Non-REM,False
525,Non-REM,Non-REM,Non-REM,Non-REM,False
526,Non-REM,Non-REM,Non-REM,Non-REM,False
527,Non-REM,Non-REM,Non-REM,Non-REM,False
528,Non-REM,Non-REM,Non-REM,Non-REM,False
529,Non-REM,Non-REM,Non-REM,Non-REM,False
530,Non-REM,Non-REM,Non-REM,Non-REM,False
531,Non-REM,Non-REM,Non-REM,Non-REM,False
532,Non-REM,Non-REM,Non-REM,Non-REM,False
533,Non-REM,Non-REM,Non-REM,Non-REM,False
534,REM,REM,Non-REM,Non-REM,True
535,Non-REM,Non-REM,Non-REM,Non-REM,False
536,Non-REM,Non-REM,Non-REM,Non-REM,False
537,Non-REM,Non-REM,REM,Non-REM,False
538,REM,REM,Non-REM,Non-REM,True
539,Non-REM,Non-REM,Non-REM,Non-REM,False
540,Non-REM,Non-REM,Non-REM,Non-REM,False
541,Non-REM,Non-REM,Non-REM,Non-REM,False
542,Non-REM,Non-REM,Non-REM,Non-REM,False
543,Non-REM,Non-REM,REM,Non-REM,False
544,REM,REM,REM,REM,False
545,Non-REM,Non-REM,Non-REM,Non-REM,False
546,REM,REM,Non-REM,Non-REM,True
547,Non-REM,Non-REM,Non-REM,Non-REM,False
548,Non-REM,Non-REM,Non-REM,Non-REM,False
549,Non-REM,Non-REM,Non-REM,Non-REM,False
550,REM,REM,Non-REM,Non-REM,True
551,Non-REM,Non-REM,REM,Non-REM,False
552,REM,REM,REM,REM,False
553,Non-REM,Non-REM,Non-REM,Non-REM,False
554,REM,REM,Non-REM,Non-REM,True
555,Non-REM,Non-REM,REM,Non-REM,False
556,REM,REM,Non-REM,Non-REM,True
557,Non-REM,Non-REM,Non-REM,Non-REM,False
558,REM,REM,Non-REM,Non-REM,True
559,Non-REM,Non-REM,Non-REM,Non-REM,False
560,Non-REM,Non-REM,Non-REM,Non-REM,False
561,Non-REM,Non-REM,Non-REM,Non-REM,False
562,REM,REM,Non-REM,Non-REM,True
563,Non-REM,Non-REM,Non-REM,Non-REM,False
564,REM,REM,Non-REM,Non-REM,True
565,Non-REM,Non-REM,Non-REM,Non-REM,False
566,REM,REM,Non-REM,Non-REM,True
567,Non-REM,Non-REM,Non-REM,Non-REM,False
568,Non-REM,Non-REM,REM,Non-REM,False
569,Non-REM,Non-REM,Non-REM,Non-REM,False
570,Non-REM,Non-REM,REM,Non-REM,False
571,Non-REM,Non-REM,Non-REM,Non-REM,False
572,Non-REM,Non-REM,Non-REM,Non-REM,False
573,Non-REM,Non-REM,REM,Non-REM,False
574,Non-REM,Non-REM,Non-REM,Non-REM,False
575,Non-REM,Non-REM,Non-REM,Non-REM,False
576,Non-REM,Non-REM,Non-REM,Non-REM,False
577,Non-REM,Non-REM,REM,Non-REM,False
578,Non-REM,Non-REM,Non-REM,Non-REM,False
579,Non-REM,Non-REM,Non-REM,Non-REM,False
580,Non-REM,Non-REM,Non-REM,Non-REM,False
581,Non-REM,Non-REM,Non-REM,Non-REM,False
582,Non-REM,Non-REM,Non-REM,Non-REM,False
583,Non-REM,Non-REM,Non-REM,Non-REM,False
584,Non-REM,Non-REM,Non-REM,Non-REM,False
585,Non-REM,Non-REM,Non-REM,Non-REM,False
586,Non-REM,Non-REM,Non-REM,Non-REM,False
587,Non-REM,Non-REM,Non-REM,Non-REM,False
588,Non-REM,Non-REM,Non-REM,Non-REM,False
589,Non-REM,Non-REM,Non-REM,Non-REM,False
590,Non-REM,Non-REM,Non-REM,Non-REM,False
591,Non-REM,Non-REM,REM,Non-REM,False
592,Non-REM,Non-REM,Non-REM,Non-REM,False
593,Non-REM,Non-REM,REM,Non-REM,False
594,REM,REM,REM,REM,False
595,Non-REM,Non-REM,Non-REM,Non-REM,False
596,Non-REM,Non-REM,Non-REM,Non-REM,False
597,Non-REM,Non-REM,Non-REM,Non-REM,False
598,Non-REM,Non-REM,Non-REM,Non-REM,False
599,Non-REM,Non-REM,Non-REM,Non-REM,False
600,Non-REM,Non-REM,Non-REM,Non-REM,False
601,Non-REM,Non-REM,Non-REM,Non-REM,False
602,REM,REM,Non-REM,Non-REM,True
603,Non-REM,Non-REM,REM,Non-REM,False
604,Non-REM,Non-REM,Non-REM,Non-REM,False
605,Non-REM,Non-REM,REM,Non-REM,False
606,Non-REM,Non-REM,REM,Non-REM,False
607,Non-REM,Non-REM,REM,Non-REM,False
608,Non-REM,Non-REM,Non-REM,Non-REM,False
609,Non-REM,Non-REM,REM,Non-REM,False
610,Non-REM,Non-REM,Non-REM,Non-REM,False
611,Non-REM,Non-REM,REM,REM,True
612,Non-REM,Non-REM,REM,REM,True
613,Non-REM,Non-REM,REM,REM,True
614,Non-REM,Non-REM,REM,Non-REM,False
615,Non-REM,Non-REM,Non-REM,Non-REM,False
616,Non-REM,Non-REM,Non-REM,Non-REM,False
617,Non-REM,Non-REM,Non-REM,Non-REM,False
618,Non-REM,Non-REM,Non-REM,Non-REM,False
619,Non-REM,Non-REM,Non-REM,Non-REM,False
620,Non-REM,Non-REM,Non-REM,Non-REM,False
621,Non-REM,Non-REM,Non-REM,Non-REM,False
622,Non-REM,Non-REM,Non-REM,Non-REM,False
623,Non-REM,Non-REM,Non-REM,Non-REM,False
624,Non-REM,Non-REM,Non-REM,Non-REM,False
625,Non-REM,Non-REM,REM,Non-REM,False
626,Non-REM,Non-REM,Non-REM,Non-REM,False
627,Non-REM,Non-REM,Non-REM,Non-REM,False
628,Non-REM,Non-REM,Non-REM,Non-REM,False
629,Non-REM,Non-REM,Non-REM,Non-REM,False
630,Non-REM,Non-REM,Non-REM,Non-REM,False
631,Non-REM,Non-REM,Non-REM,Non-REM,False
632,Non-REM,Non-REM,Non-REM,Non-REM,False
633,Non-REM,Non-REM,Non-REM,Non-REM,False
634,Non-REM,Non-REM,Non-REM,Non-REM,False
635,Non-REM,Non-REM,REM,Non-REM,False
636,Non-REM,Non-REM,REM,Non-REM,False
637,Non-REM,Non-REM,Non-REM,Non-REM,False
638,Non-REM,Non-REM,Non-REM,Non-REM,False
639,Non-REM,Non-REM,Non-REM,Non-REM,False
640,Non-REM,Non-REM,Non-REM,Non-REM,False
641,Non-REM,Non-REM,Non-REM,Non-REM,False
642,REM,REM,Non-REM,Non-REM,True
643,Non-REM,Non-REM,Non-REM,Non-REM,False
644,REM,REM,Non-REM,Non-REM,True
645,Non-REM,Non-REM,REM,Non-REM,False
646,REM,REM,Non-REM,Non-REM,True
647,Non-REM,Non-REM,Non-REM,Non-REM,False
648,REM,REM,Non-REM,Non-REM,True
649,Non-REM,Non-REM,Non-REM,Non-REM,False
650,Non-REM,Non-REM,Non-REM,Non-REM,False
651,Non-REM,Non-REM,Non-REM,Non-REM,False
652,Non-REM,Non-REM,REM,Non-REM,False
653,Non-REM,Non-REM,REM,Non-REM,False
654,Non-REM,Non-REM,Non-REM,Non-REM,False
655,Non-REM,Non-REM,REM,Non-REM,False
656,Non-REM,Non-REM,Non-REM,Non-REM,False
657,Non-REM,Non-REM,Non-REM,Non-REM,False
658,Non-REM,Non-REM,Non-REM,Non-REM,False
659,Non-REM,Non-REM,Non-REM,Non-REM,False
660,Non-REM,Non-REM,Non-REM,Non-REM,False
661,Non-REM,Non-REM,Non-REM,Non-REM,False
662,Non-REM,Non-REM,Non-REM,Non-REM,False
663,Non-REM,Non-REM,Non-REM,Non-REM,False
664,Non-REM,Non-REM,Non-REM,Non-REM,False
665,Non-REM,Non-REM,Non-REM,Non-REM,False
666,Non-REM,Non-REM,REM,Non-REM,False
667,Non-REM,Non-REM,Non-REM,Non-REM,False
668,Non-REM,Non-REM,REM,REM,True
669,Non-REM,Non-REM,REM,Non-REM,False
670,Non-REM,Non-REM,Non-REM,Non-REM,False
671,Non-REM,Non-REM,REM,Non-REM,False
672,Non-REM,Non-REM,Non-REM,Non-REM,False
673,Non-REM,Non-REM,Non-REM,Non-REM,False
674,Non-REM,Non-REM,REM,Non-REM,False
675,Non-REM,Non-REM,Non-REM,Non-REM,False
676,Non-REM,Non-REM,Non-REM,Non-REM,False
677,Non-REM,Non-REM,Non-REM,Non-REM,False
678,Non-REM,Non-REM,REM,Non-REM,False
679,Non-REM,Non-REM,Non-REM,Non-REM,False
680,REM,REM,Non-REM,Non-REM,True
681,Non-REM,Non-REM,Non-REM,Non-REM,False
682,REM,REM,Non-REM,Non-REM,True
683,Non-REM,Non-REM,Non-REM,Non-REM,False
684,Non-REM,Non-REM,Non-REM,Non-REM,False
685,Non-REM,Non-REM,Non-REM,Non-REM,False
686,REM,REM,Non-REM,Non-REM,True
687,Non-REM,Non-REM,Non-REM,Non-REM,False
688,REM,REM,Non-REM,Non-REM,True
689,Non-REM,Non-REM,Non-REM,Non-REM,False
690,REM,REM,Non-REM,Non-REM,True
691,Non-REM,Non-REM,Non-REM,Non-REM,False
692,Non-REM,Non-REM,Non-REM,Non-REM,False
693,Non-REM,Non-REM,Non-REM,Non-REM,False
694,Non-REM,Non-REM,Non-REM,Non-REM,False
695,Non-REM,Non-REM,Non-REM,Non-REM,False
696,Non-REM,Non-REM,Non-REM,Non-REM,False
697,Non-REM,Non-REM,Non-REM,Non-REM,False
698,Non-REM,Non-REM,Non-REM,Non-REM,False
699,Non-REM,Non-REM,Non-REM,Non-REM,False
700,Non-REM,Non-REM,Non-REM,Non-REM,False
701,Non-REM,Non-REM,Non-REM,Non-REM,False
702,Non-REM,Non-REM,Non-REM,Non-REM,False
703,Non-REM,Non-REM,Non-REM,Non-REM,False
704,Non-REM,Non-REM,Non-REM,Non-REM,False
705,Non-REM,Non-REM,Non-REM,Non-REM,False
706,Non-REM,Non-REM,REM,Non-REM,False
707,Non-REM,Non-REM,REM,Non-REM,False
708,Non-REM,Non-REM,REM,Non-REM,False
709,Non-REM,Non-REM,Non-REM,Non-REM,False
710,Non-REM,Non-REM,Non-REM,Non-REM,False
711,Non-REM,Non-REM,Non-REM,Non-REM,False
712,Non-REM,Non-REM,Non-REM,Non-REM,False
713,Non-REM,Non-REM,Non-REM,Non-REM,False
714,Non-REM,Non-REM,Non-REM,Non-REM,False
715,Non-REM,Non-REM,Non-REM,Non-REM,False
716,Non-REM,Non-REM,Non-REM,Non-REM,False
717,Non-REM,Non-REM,Non-REM,Non-REM,False
718,Non-REM,Non-REM,Non-REM,Non-REM,False
719,Non-REM,Non-REM,Non-REM,Non-REM,False
720,REM,REM,Non-REM,Non-REM,True
721,Non-REM,Non-REM,Non-REM,Non-REM,False
722,REM,REM,REM,REM,False
723,Non-REM,Non-REM,Non-REM,Non-REM,False
724,REM,REM,Non-REM,Non-REM,True
725,Non-REM,Non-REM,REM,Non-REM,False
726,REM,REM,Non-REM,Non-REM,True
727,Non-REM,Non-REM,Non-REM,Non-REM,False
728,Non-REM,Non-REM,Non-REM,Non-REM,False
729,Non-REM,Non-REM,Non-REM,Non-REM,False
730,Non-REM,Non-REM,Non-REM,Non-REM,False
731,Non-REM,Non-REM,Non-REM,Non-REM,False
732,Non-REM,Non-REM,Non-REM,Non-REM,False
733,Non-REM,Non-REM,Non-REM,Non-REM,False
734,Non-REM,Non-REM,Non-REM,Non-REM,False
735,Non-REM,Non-REM,Non-REM,Non-REM,False
736,REM,REM,Non-REM,Non-REM,True
737,Non-REM,Non-REM,Non-REM,Non-REM,False
738,Non-REM,Non-REM,Non-REM,Non-REM,False
739,Non-REM,Non-REM,Non-REM,Non-REM,False
740,Non-REM,Non-REM,REM,Non-REM,False
741,Non-REM,Non-REM,Non-REM,Non-REM,False
742,Non-REM,Non-REM,Non-REM,Non-REM,False
743,Non-REM,Non-REM,Non-REM,Non-REM,False
744,Non-REM,Non-REM,Non-REM,Non-REM,False
745,Non-REM,Non-REM,Non-REM,Non-REM,False
746,REM,REM,Non-REM,Non-REM,True
747,Non-REM,Non-REM,REM,Non-REM,False
748,Non-REM,Non-REM,Non-REM,Non-REM,False
749,Non-REM,Non-REM,Non-REM,Non-REM,False
750,REM,REM,Non-REM,Non-REM,True
751,Non-REM,Non-REM,Non-REM,Non-REM,False
752,REM,REM,Non-REM,Non-REM,True
753,Non-REM,Non-REM,REM,REM,True
754,REM,REM,Non-REM,Non-REM,True
755,Non-REM,Non-REM,Non-REM,Non-REM,False
756,REM,REM,Non-REM,Non-REM,True
757,Non-REM,Non-REM,Non-REM,Non-REM,False
758,REM,REM,Non-REM,Non-REM,True
759,Non-REM,Non-REM,Non-REM,Non-REM,False
760,Non-REM,Non-REM,Non-REM,Non-REM,False
761,Non-REM,Non-REM,Non-REM,Non-REM,False
762,Non-REM,Non-REM,Non-REM,Non-REM,False
763,Non-REM,Non-REM,Non-REM,Non-REM,False
764,REM,REM,Non-REM,REM,False
765,Non-REM,Non-REM,REM,Non-REM,False
766,Non-REM,Non-REM,Non-REM,Non-REM,False
767,Non-REM,Non-REM,Non-REM,Non-REM,False
768,REM,REM,REM,REM,False
769,Non-REM,Non-REM,Non-REM,Non-REM,False
770,Non-REM,Non-REM,REM,Non-REM,False
771,Non-REM,Non-REM,Non-REM,Non-REM,False
772,Non-REM,Non-REM,Non-REM,Non-REM,False
773,Non-REM,Non-REM,Non-REM,Non-REM,False
774,Non-REM,Non-REM,Non-REM,Non-REM,False
775,Non-REM,Non-REM,Non-REM,Non-REM,False
776,REM,REM,Non-REM,Non-REM,True
777,Non-REM,Non-REM,Non-REM,Non-REM,False
778,Non-REM,Non-REM,Non-REM,Non-REM,False
779,Non-REM,Non-REM,Non-REM,Non-REM,False
780,Non-REM,Non-REM,Non-REM,Non-REM,False
781,Non-REM,Non-REM,Non-REM,Non-REM,False
782,Non-REM,Non-REM,Non-REM,Non-REM,False
783,Non-REM,Non-REM,Non-REM,Non-REM,False
784,REM,REM,Non-REM,Non-REM,True
785,Non-REM,Non-REM,Non-REM,Non-REM,False
786,Non-REM,Non-REM,Non-REM,Non-REM,False
787,Non-REM,Non-REM,Non-REM,Non-REM,False
788,REM,REM,Non-REM,Non-REM,True
789,Non-REM,Non-REM,Non-REM,Non-REM,False
790,REM,REM,Non-REM,Non-REM,True
791,Non-REM,Non-REM,Non-REM,Non-REM,False
792,REM,REM,Non-REM,Non-REM,True
793,Non-REM,Non-REM,Non-REM,Non-REM,False
794,REM,REM,Non-REM,Non-REM,True
795,Non-REM,Non-REM,Non-REM,Non-REM,False
796,Non-REM,Non-REM,Non-REM,Non-REM,False
797,Non-REM,Non-REM,Non-REM,Non-REM,False
798,Non-REM,Non-REM,Non-REM,Non-REM,False
799,Non-REM,Non-REM,Non-REM,Non-REM,False
800,Non-REM,Non-REM,Non-REM,Non-REM,False
801,Non-REM,Non-REM,Non-REM,Non-REM,False
802,REM,REM,Non-REM,Non-REM,True
803,Non-REM,Non-REM,Non-REM,Non-REM,False
804,REM,REM,Non-REM,Non-REM,True
805,Non-REM,Non-REM,Non-REM,Non-REM,False
806,REM,REM,Non-REM,Non-REM,True
807,Non-REM,Non-REM,Non-REM,Non-REM,False
808,Non-REM,Non-REM,Non-REM,Non-REM,False
809,Non-REM,Non-REM,Non-REM,Non-REM,False
810,Non-REM,Non-REM,Non-REM,Non-REM,False
811,Non-REM,Non-REM,Non-REM,Non-REM,False
812,Non-REM,Non-REM,Non-REM,Non-REM,False
813,Non-REM,Non-REM,Non-REM,Non-REM,False
814,Non-REM,Non-REM,Non-REM,Non-REM,False
815,Non-REM,Non-REM,Non-REM,Non-REM,False
816,REM,REM,Non-REM,Non-REM,True
817,Non-REM,Non-REM,Non-REM,Non-REM,False
818,REM,REM,Non-REM,Non-REM,True
819,Non-REM,Non-REM,Non-REM,Non-REM,False
820,Non-REM,Non-REM,Non-REM,Non-REM,False
821,Non-REM,Non-REM,Non-REM,Non-REM,False
822,Non-REM,Non-REM,Non-REM,Non-REM,False
823,Non-REM,Non-REM,Non-REM,Non-REM,False
824,Non-REM,Non-REM,Non-REM,Non-REM,False
825,Non-REM,Non-REM,Non-REM,Non-REM,False
826,Non-REM,Non-REM,REM,Non-REM,False
827,Non-REM,Non-REM,Non-REM,Non-REM,False
828,REM,REM,Non-REM,Non-REM,True
829,Non-REM,Non-REM,Non-REM,Non-REM,False
830,Non-REM,Non-REM,Non-REM,Non-REM,False
831,Non-REM,Non-REM,Non-REM,Non-REM,False
832,Non-REM,Non-REM,Non-REM,Non-REM,False
833,Non-REM,Non-REM,Non-REM,Non-REM,False
834,Non-REM,Non-REM,Non-REM,Non-REM,False
835,Non-REM,Non-REM,Non-REM,Non-REM,False
836,Non-REM,Non-REM,Non-REM,Non-REM,False
837,Non-REM,Non-REM,Non-REM,Non-REM,False
838,Non-REM,Non-REM,Non-REM,Non-REM,False
839,Non-REM,Non-REM,Non-REM,Non-REM,False
840,Non-REM,Non-REM,Non-REM,Non-REM,False
841,Non-REM,Non-REM,Non-REM,Non-REM,False
842,Non-REM,Non-REM,Non-REM,Non-REM,False
843,Non-REM,Non-REM,Non-REM,Non-REM,False
844,Non-REM,Non-REM,Non-REM,Non-REM,False
845,Non-REM,Non-REM,Non-REM,Non-REM,False
846,Non-REM,Non-REM,Non-REM,Non-REM,False
847,Non-REM,Non-REM,Non-REM,Non-REM,False
848,Non-REM,Non-REM,Non-REM,Non-REM,False
849,Non-REM,Non-REM,Non-REM,Non-REM,False
850,REM,REM,Non-REM,Non-REM,True
851,Non-REM,Non-REM,Non-REM,Non-REM,False
852,Non-REM,Non-REM,Non-REM,Non-REM,False
853,Non-REM,Non-REM,Non-REM,Non-REM,False
854,Non-REM,Non-REM,Non-REM,Non-REM,False
855,Non-REM,Non-REM,Non-REM,Non-REM,False
856,Non-REM,Non-REM,Non-REM,Non-REM,False
857,Non-REM,Non-REM,Non-REM,Non-REM,False
858,Non-REM,Non-REM,Non-REM,Non-REM,False
859,Non-REM,Non-REM,Non-REM,Non-REM,False
860,Non-REM,Non-REM,Non-REM,Non-REM,False
861,Non-REM,Non-REM,Non-REM,Non-REM,False
862,Non-REM,Non-REM,Non-REM,Non-REM,False
863,Non-REM,Non-REM,Non-REM,Non-REM,False
864,REM,REM,Non-REM,Non-REM,True
865,Non-REM,Non-REM,Non-REM,Non-REM,False
866,REM,REM,Non-REM,Non-REM,True
867,Non-REM,Non-REM,Non-REM,Non-REM,False
868,REM,REM,Non-REM,Non-REM,True
869,Non-REM,Non-REM,Non-REM,Non-REM,False
870,Non-REM,Non-REM,Non-REM,Non-REM,False
871,Non-REM,Non-REM,Non-REM,Non-REM,False
872,Non-REM,Non-REM,Non-REM,Non-REM,False
873,Non-REM,Non-REM,Non-REM,Non-REM,False
874,Non-REM,Non-REM,Non-REM,Non-REM,False
875,Non-REM,Non-REM,Non-REM,Non-REM,False
876,Non-REM,Non-REM,Non-REM,Non-REM,False
877,Non-REM,Non-REM,Non-REM,Non-REM,False
878,Non-REM,Non-REM,Non-REM,Non-REM,False
879,Non-REM,Non-REM,Non-REM,Non-REM,False
880,Non-REM,Non-REM,Non-REM,Non-REM,False
881,Non-REM,Non-REM,Non-REM,Non-REM,False
882,REM,REM,Non-REM,Non-REM,True
883,Non-REM,Non-REM,Non-REM,Non-REM,False
884,Non-REM,Non-REM,Non-REM,Non-REM,False
885,Non-REM,Non-REM,Non-REM,Non-REM,False
886,Non-REM,Non-REM,Non-REM,Non-REM,False
887,Non-REM,Non-REM,Non-REM,Non-REM,False
888,Non-REM,Non-REM,Non-REM,Non-REM,False
889,Non-REM,Non-REM,Non-REM,Non-REM,False
890,Non-REM,Non-REM,Non-REM,Non-REM,False
891,Non-REM,Non-REM,Non-REM,Non-REM,False
892,Non-REM,Non-REM,Non-REM,Non-REM,False
893,Non-REM,Non-REM,Non-REM,Non-REM,False
894,Non-REM,Non-REM,Non-REM,Non-REM,False
895,Non-REM,Non-REM,Non-REM,Non-REM,False
896,Non-REM,Non-REM,Non-REM,Non-REM,False
897,Non-REM,Non-REM,Non-REM,Non-REM,False
898,REM,REM,Non-REM,Non-REM,True
899,Non-REM,Non-REM,Non-REM,Non-REM,False
900,Non-REM,Non-REM,Non-REM,Non-REM,False
901,Non-REM,Non-REM,Non-REM,Non-REM,False
902,Non-REM,Non-REM,Non-REM,Non-REM,False
903,Non-REM,Non-REM,Non-REM,Non-REM,False
904,Non-REM,Non-REM,Non-REM,Non-REM,False
905,Non-REM,Non-REM,Non-REM,Non-REM,False
906,Non-REM,Non-REM,Non-REM,Non-REM,False
907,Non-REM,Non-REM,Non-REM,Non-REM,False
908,Non-REM,Non-REM,Non-REM,Non-REM,False
909,Non-REM,Non-REM,Non-REM,Non-REM,False
910,REM,REM,Non-REM,Non-REM,True
911,Non-REM,Non-REM,Non-REM,Non-REM,False
912,REM,REM,Non-REM,Non-REM,True
913,Non-REM,Non-REM,Non-REM,Non-REM,False
914,Non-REM,Non-REM,Non-REM,Non-REM,False
915,Non-REM,Non-REM,Non-REM,Non-REM,False
916,Non-REM,Non-REM,REM,Non-REM,False
917,Non-REM,Non-REM,Non-REM,Non-REM,False
918,Non-REM,Non-REM,Non-REM,Non-REM,False
919,Non-REM,Non-REM,Non-REM,Non-REM,False
920,REM,REM,Non-REM,Non-REM,True
921,Non-REM,Non-REM,Non-REM,Non-REM,False
922,Non-REM,Non-REM,Non-REM,Non-REM,False
923,Non-REM,Non-REM,REM,Non-REM,False
924,Non-REM,Non-REM,Non-REM,Non-REM,False
925,Non-REM,Non-REM,Non-REM,Non-REM,False
926,Non-REM,Non-REM,Non-REM,Non-REM,False
927,Non-REM,Non-REM,Non-REM,Non-REM,False
928,Non-REM,Non-REM,Non-REM,Non-REM,False
929,Non-REM,Non-REM,Non-REM,Non-REM,False
930,Non-REM,Non-REM,Non-REM,Non-REM,False
931,Non-REM,Non-REM,Non-REM,Non-REM,False
932,Non-REM,Non-REM,Non-REM,Non-REM,False
933,Non-REM,Non-REM,Non-REM,Non-REM,False
934,REM,REM,Non-REM,Non-REM,True
935,Non-REM,Non-REM,Non-REM,Non-REM,False
936,Non-REM,Non-REM,Non-REM,Non-REM,False
937,Non-REM,Non-REM,Non-REM,Non-REM,False
938,Non-REM,Non-REM,Non-REM,Non-REM,False
939,Non-REM,Non-REM,REM,Non-REM,False
940,Non-REM,Non-REM,Non-REM,Non-REM,False
941,Non-REM,Non-REM,Non-REM,Non-REM,False
942,Non-REM,Non-REM,Non-REM,Non-REM,False
943,Non-REM,Non-REM,Non-REM,Non-REM,False
944,Non-REM,Non-REM,Non-REM,Non-REM,False
945,Non-REM,Non-REM,Non-REM,Non-REM,False
946,Non-REM,Non-REM,Non-REM,Non-REM,False
947,Non-REM,Non-REM,Non-REM,Non-REM,False
948,Non-REM,Non-REM,Non-REM,Non-REM,False
949,Non-REM,Non-REM,Non-REM,Non-REM,False
950,REM,REM,Non-REM,Non-REM,True
951,Non-REM,Non-REM,Non-REM,Non-REM,False
952,Non-REM,Non-REM,Non-REM,Non-REM,False
953,Non-REM,Non-REM,Non-REM,Non-REM,False
954,REM,REM,Non-REM,Non-REM,True
955,Non-REM,Non-REM,Non-REM,Non-REM,False
956,REM,REM,Non-REM,Non-REM,True
957,Non-REM,Non-REM,Non-REM,Non-REM,False
958,REM,REM,REM,REM,False
959,Non-REM,Non-REM,Non-REM,Non-REM,False
960,REM,REM,REM,REM,False
961,Non-REM,Non-REM,Non-REM,Non-REM,False
962,Non-REM,Non-REM,Non-REM,Non-REM,False
963,Non-REM,Non-REM,Non-REM,Non-REM,False
964,Non-REM,Non-REM,Non-REM,Non-REM,False
965,Non-REM,Non-REM,Non-REM,Non-REM,False
966,Non-REM,Non-REM,Non-REM,Non-REM,False
967,Non-REM,Non-REM,REM,Non-REM,False
968,Non-REM,Non-REM,Non-REM,Non-REM,False
969,Non-REM,Non-REM,Non-REM,Non-REM,False
970,Non-REM,Non-REM,Non-REM,Non-REM,False
971,Non-REM,Non-REM,Non-REM,Non-REM,False
972,Non-REM,Non-REM,Non-REM,Non-REM,False
973,Non-REM,Non-REM,Non-REM,Non-REM,False
974,Non-REM,Non-REM,Non-REM,Non-REM,False
975,Non-REM,Non-REM,REM,Non-REM,False
976,Non-REM,Non-REM,Non-REM,Non-REM,False
977,Non-REM,Non-REM,Non-REM,Non-REM,False
978,Non-REM,Non-REM,Non-REM,Non-REM,False
979,Non-REM,Non-REM,Non-REM,Non-REM,False
980,Non-REM,Non-REM,Non-REM,Non-REM,False
981,Non-REM,Non-REM,Non-REM,Non-REM,False
982,Non-REM,Non-REM,Non-REM,Non-REM,False
983,Non-REM,Non-REM,Non-REM,Non-REM,False
984,Non-REM,Non-REM,REM,Non-REM,False
985,Non-REM,Non-REM,Non-REM,Non-REM,False
986,REM,REM,Non-REM,REM,False
987,Non-REM,Non-REM,Non-REM,Non-REM,False
988,Non-REM,Non-REM,Non-REM,Non-REM,False
989,Non-REM,Non-REM,REM,Non-REM,False
990,Non-REM,Non-REM,Non-REM,Non-REM,False
991,Non-REM,Non-REM,Non-REM,Non-REM,False
992,Non-REM,Non-REM,Non-REM,Non-REM,False
993,Non-REM,Non-REM,Non-REM,Non-REM,False
994,Non-REM,Non-REM,Non-REM,Non-REM,False
995,Non-REM,Non-REM,Non-REM,Non-REM,False
996,REM,REM,Non-REM,REM,False
997,Non-REM,Non-REM,Non-REM,Non-REM,False
998,Non-REM,Non-REM,Non-REM,Non-REM,False
999,Non-REM,Non-REM,Non-REM,Non-REM,False
1000,REM,REM,Non-REM,REM,False
1001,Non-REM,Non-REM,Non-REM,Non-REM,False
1002,REM,REM,Non-REM,REM,False
1003,Non-REM,Non-REM,Non-REM,Non-REM,False
1004,Non-REM,Non-REM,Non-REM,Non-REM,False
1005,Non-REM,Non-REM,Non-REM,Non-REM,False
1006,Non-REM,Non-REM,Non-REM,Non-REM,False
1007,Non-REM,Non-REM,Non-REM,Non-REM,False
1008,REM,REM,Non-REM,REM,False
1009,Non-REM,Non-REM,Non-REM,Non-REM,False
1010,REM,REM,Non-REM,REM,False
1011,Non-REM,Non-REM,Non-REM,Non-REM,False
1012,Non-REM,Non-REM,Non-REM,Non-REM,False
1013,Non-REM,Non-REM,Non-REM,Non-REM,False
1014,Non-REM,Non-REM,Non-REM,Non-REM,False
1015,Non-REM,Non-REM,Non-REM,Non-REM,False
1016,Non-REM,Non-REM,Non-REM,Non-REM,False
1017,Non-REM,Non-REM,Non-REM,Non-REM,False
1018,REM,REM,Non-REM,REM,False
1019,Non-REM,Non-REM,Non-REM,Non-REM,False
1020,REM,REM,Non-REM,REM,False
1021,Non-REM,Non-REM,Non-REM,Non-REM,False
1022,REM,REM,Non-REM,REM,False
1023,Non-REM,Non-REM,Non-REM,Non-REM,False
1024,Non-REM,Non-REM,Non-REM,Non-REM,False
1025,Non-REM,Non-REM,Non-REM,Non-REM,False
1026,REM,REM,Non-REM,REM,False
1027,Non-REM,Non-REM,Non-REM,Non-REM,False
1028,Non-REM,Non-REM,Non-REM,Non-REM,False
1029,Non-REM,Non-REM,Non-REM,Non-REM,False
1030,REM,REM,Non-REM,REM,False
1031,Non-REM,Non-REM,Non-REM,Non-REM,False
1032,Non-REM,Non-REM,REM,REM,True
1033,Non-REM,Non-REM,Non-REM,Non-REM,False
1034,Non-REM,Non-REM,Non-REM,Non-REM,False
1035,Non-REM,Non-REM,Non-REM,Non-REM,False
1036,Non-REM,Non-REM,REM,Non-REM,False
1037,Non-REM,Non-REM,Non-REM,Non-REM,False
1038,Non-REM,Non-REM,Non-REM,Non-REM,False
1039,Non-REM,Non-REM,Non-REM,Non-REM,False
1040,Non-REM,Non-REM,Non-REM,Non-REM,False
1041,Non-REM,Non-REM,Non-REM,Non-REM,False
1042,Non-REM,Non-REM,Non-REM,Non-REM,False
1043,Non-REM,Non-REM,Non-REM,Non-REM,False
